title,url,doc,like,comment_cnt,comment_list,ch,ch2
"미국 이란 전쟁 30일 경과, 호르무즈 해협 지도로 본 현 상황",https://blog.naver.com/3f-hoon/224233386857,"​미국과 이란의 전쟁이 지난 2월 28일에 발발해 한 달이 지났습니다.​빠르게 끝날 것 같았던, 이번 전쟁은 시간이 계속 끌리며 외교적, 경제적으로 더 복잡해지고 있습니다.​현재까지 알려진 주요 정보들을 정리해보겠습니다.​​이란의 5대 종식 조건​지난 26일,이란은 전쟁을 끝내기 위한 5가지 조건을 제시했습니다.​미국이 앞서 제시한 15개 항의 종식 제안에 대한 답변으로, 영문 매체를 통해 보도되었다는 점이 미국과 서방 국가들을 협상 타깃으로 삼았다는 것을 알 수 있습니다.​이란의 조건은 5가지입니다.​1. 미국과 이스라엘의 공격 및 암살 행위 완전히 중단2. 전쟁 재발 방지를 위한 구체적인 메커니즘 구축3. 전쟁 피해에 대한 명확한 배상금 지급 보장4. 헤즈볼라를 향한 이스라엘의 공격 중단을 포함해 지역 내 모든 이란 대리 세력에 대한 전쟁 종식5. 가장 핵심적인 요구는호르무즈 해협에 대한 이란의 독점적 주권 인정​현재 백악관은 파키스탄을 중재자로 세워 회담을 진행 중이며, 과정이 순조롭다고 밝히고 있습니다.​실제로 이란은 파키스탄 국적 선박 20척에 대해 매일 2척씩 통과를 허용하기로 합의하는 등 유화적인 제스처를 보이고 있습니다.​​호르무즈 해협의 통행료 논란​이번 전쟁에서 전문가들이 가장 충격적이었다고 말한 것은이란이 호르무즈 해협을 단순한 폐쇄 위협의 도구가 아닌 수익을 창출하기 위한 수단으로 활용하기 시작했다는 것입니다.​전세계 석유와 LNG 물동량의 5분의 1이 지나는 호르무즈 해협은 이란의 가장 강력한 경제 무기가 되었습니다.​이란 의회는 해협을 통과하는 선박에 통행료를 부과하는 법안을 검토 중이며, 이미 일부 선박은 통행권을 확보하기 위해 1척당 약 200만 달러에 달하는 금액을 지불한 것으로 알려졌습니다.​유조선 10척만 통과해도 하루 2000만 달러의 수익이 발생하게 됩니다.​​​​이에 대해 미국 해군 전쟁대학의 제임스 크라스카 교수를 비롯한 국제사회는 강하게 반발하고 있습니다.​호르무즈 해협은 영해가 겹치는 국제 항행 해협이므로 모든 국가의 무해통항권이 보장되어야 하며, 통행료 징수는 명백한 국제법 위반이라는 입장입니다.​마르코 루비오 미 국무장관도 이점을 잘 알고 있습니다.​지난 금요일, 전쟁 이후 당면한 가장 큰 과제 중 하나는 테헤란이 호르무즈 해협에 통행료 징수 시스템을 만들려는 시도라고 했습니다.​루비오 상원의원은 ""이는 불법일 뿐만 아니라 용납할 수 없다. 세계에 위험을 초래하는 행위고 세계가 이에 맞설 계획을 세우는 것이 중요하다""고 말했습니다.​G7 회원국의 외무장관들도 ""안전하고 통행료가 없는 항행의 자유를 회복하는 것이 절대적으로 필요하다""고 강조했습니다.​즉, 호르무즈해협에 통행료는 받는 것은 미국과 이란의 문제가 아니라 전세계적인 문제이므로 중동 국가를 포함해 다른 국가들도 이번 전쟁에 참여할 수 있게 되는 명분을 만들어주게 됩니다.​이란이 호르무즈 해협을 통해 통행료를 받으려고 하지만, 전세계는 이를 허용해줄 일은 없고 강력한 수단을 꺼내들 수도 있습니다.​​호르무즈 해협 지도​호르무즈 해협은 길이 약 160km입니다.​폭이 가장 좁은 곳은 33km로 북쪽은 이란, 남쪽은 오만과 아랍에미리트에 접해 있습니다.​폭이 33km면 좁은 것은 아니지만, 문제는 거대하고 무거운 유조선이 운항하기에 적합한 항로는 매우 좁다는 것입니다.​입항 선박은 한 차선을 이용하고, 출항 선박은 다른 차선을 이용하는데 각 차선은 폭이 2마일이고 중앙 분리대가 2마일입니다.​따라서유조선이 오고갈 수 있는 길이는 총 6마일(약 10km)입니다.​​호르무즈 해협을 통해 매일 약 2000만 배럴의 원유와 석유 제품이 통과하고 있습니다. 초대형 원유 운반선(VLCC) 약 10척에 해당하는 양입니다.​현재 해운 정보 회사인 로이드 리스트는 20척 이상의 선박이 해협을 통과하는 새로운 통로를 이용했으며, 최소 2척이 통행료를 지불한 것으로 파악됐다고 발표했습니다.​그리고 이란 혁명수비대는 승인된 선박에 대한 등록 시스템을 구축을 마쳤으며, 일부 국가들은 자국의 유조선이 운항되는 것을 허용하기 위해 이란과 직접 접촉하고 있다고 보도했습니다.​​새롭게 추가된 미국과 이란 전쟁 정보들​현재 전쟁 발발 30일째입니다.​한국시간 일요일까지 접수된 정보에 따르면,​미 제31해병원정대 2200명을 태운 강습상륙함 트리폴리함(LHA 7)이 중동에 도착했습니다.​추가로 해병대 5000명과 제82공수사단 2000명도 이동 중이고 보병·기갑부대 1만명을 추가로 투입하는 방안도 검토되고 있습니다.​트럼프 행정부는 이란의 석유 수출 요충지인 하르그섬 점령 또는 해안가에 있는 무기 체계를 파괴하는 등 강경한 시나리오를 구상 중입니다.​​예멘의 후티 반군이 28일 이스라엘을 향해 미사일을 발사하며 참전을 선언했습니다.​후티는 지난 2023년 가자전쟁 당시에 수백 발의 미사일과 드론을 발사해 홍해 선박을 공격하며 약 2년간 해상 물류를 마비 시켰던 이력이 있습니다.​당시 보험료가 급등하고 항로 변경이 이어지면서 글로벌 교역 비용이 급등하기도 했습니다.​후티는 ""모든 전선에서 공격이 중단될 때까지 작전을 계속하겠다""고 밝혔습니다.​​​다행히 국제 유가가 통제 불능 수준으로 치솟지 않는 이유는 사우디아라비아의 발 빠른 대응 덕분입니다.​사우디아라비아의 동서(East-West) 파이프라인이 하루 700만 배럴에 달하는 원유를 운송하고 있습니다.​이 파이프라인은 사우디 동부 대형 유전지대에서 홍해 연안 항구 도시 얀부(Yanbu)까지 아라비아반도를 횡단하는 1000킬로미터 이상의 시설입니다.​호르무즈 해협을 거치지 않고서 원유를 수출할 수 있는 핵심 우회 루트로 꼽히고 있습니다.​얀부를 통한 원유 수출은 현재 하루 약 500만 배럴입니다. 나머지 200만 배럴은 사우디아라비아 내의 정유 시설로 공급되고 있습니다.​전쟁이 시작되기 전 호르무즈 해협을 통과하던 원유는 하루 약 1500만 배럴로 그에 미치지는 못하지만, 아직까지 유가가 폭등하지 않는 원인 중 하나로 지목되고 있습니다.​​전쟁 30일째를 맞아 워싱턴을 비롯한 전역에서 노 킹스(No Kings) 시위가 격렬해지고 있습니다.​전쟁을 끝내겠다던 트럼프 대통령이 오히려 새로운 전쟁을 시작했고, 휘발유 가격이 상승해 생활비 부담이 가중된 것을 문제로 삼고 있습니다.​공화당 내 트럼프 대통령 핵심 지지층인 MAGA(미국을 다시 위대하게) 세력 일부도 불만을 드러내고 있다는 소식입니다.​​​한마디​베네수엘라 마두로 체포 작전과 이란 최고지도자 아야톨라 알리 하메네이의 공습 작전이 너무 쉽게 끝나는 바람에 이란에게 추가로 겁을 주면 항복할 것이라고 쉽게 판단한 미국. 작전의 실패라고 봐야할 것 같습니다. 이젠 발을 빼고 싶어도 못 빼는 트럼프... 진퇴양난이네요.​",16,4,"좋은 하루 되세요!. :)
늦었지만 답방 왔어요!
정성글 잘 보고 갑니다.",naver,blog
호르무즈 해협 통행료가 얼마길래? 미국 이란 공동 징수 추진,https://blog.naver.com/totoro3123/224246051445,"안녕하세요.​네이버 경제인플루언서 주식너부리입니다.​4월 8일(현지시각) 도널드 트럼프 미국 대통령이 미국과 이란이 호르무즈해협 통행료를 공동으로 징수하는 방안을 검토할 수 있다는 취지의 발언을 내놓으면서 시장이 다시 술렁였습니다.​먼저 짚어야 할 부분은...이 통행료는 이미 확정된 제도가 아니라, 이란이 제안했고 트럼프가 아이디어를 언급한 단계라는 점 참고해주시고요.호르무즈 해협, 왜 이렇게 난리인가요?호르무즈해협호르무즈 해협은 중동의 오만과 이란 사이에 있는 아주 좁은 바닷길입니다.​하지만 그 중요성은 어마어마하죠.​전 세계에서 소비되는 석유의 약 20%, LNG의 20%가 반드시 이 길을 통과해야만 밖으로 나갈 수 있기 때문입니다.​말 그대로 *'세계 에너지의 대동맥'인 셈인데 이곳이 막히거나 통행료가 붙는다는 건, 전 세계가 사용하는 에너지 가격에 직접적인 영향을 미친다는 뜻과 같습니다.정말 돈을 내고 지나가야 하나요?사실 '통행료'는 공식적인 제도가 아닙니다.​이란이 전쟁 이후 해협에 대한 통제력을 과시하며 선박들에게 대가를 요구하기 시작한 것이 발단인데요.​실제로 일부 선박들은 이미 중국 위안화로약 200만 달러(한화 약 28억 원)정도를 내고 통과했다는 보도도 있는데...트럼프 대통령은 이 상황을 보고 ""미국과 이란이 공동으로 통행료를 걷는 방안을 검토할 수 있다""는 아이디어를 던진 것입니다.​이걸 빌미로 돈 벌 생각을 하는것도 대단하다 싶습니다.1년에 걷히는 돈이 무려 10조 원?호르무즈해협 통과 원유량(출처.EIA)AP 통신의 분석에 따르면 대형 유조선 1척당 200만 달러, 적재량 200만 배럴로 보면 배럴당 1달러 수준의 비용 증가 효과가 생기고, 이를 EIA의 2024년 평균 통과 물량인 하루 2,000만 배럴에 단순 적용하면 하루 2,000만 달러, 한 달 약 6억 달러,1년이면 약 73억 달러.우리나라 기준으로 약 10조원이된다고 분석했습니다.​물론 모든 배가 같은 금액을 내는 것도 아니고 LNG·일반 화물선은 별도여서, 이 숫자는 어디까지나아주 단순한 보수적 계산인데...규모만 보면 왜 모두가 민감하게 반응하는지 이해할 수 있습니다.트럼프의 진짜 목적은 '돈'이 아니다?전문가들은 트럼프의 진짜 목적이 단순히 '통행료 수입'은 아닐 것이라고 보고 있더라고요.(이건 그냥 기사와 전문가들의 의견을 바탕으로 정리한 겁니다)​유가 안정:해협을 빨리 열어 전 세계 기름값을 안정시키겠다는 의지.이란 압박:이란이 멋대로 통행료를 챙기지 못하게 미국이 개입하며 협상 주도권을 잡으려는 것.지배력 확인:통행료를 관리한다는 건 누가, 언제 지나갈지를 결정하는매우 중요한 권한을 갖겠다는 것.사실 개인적으로는 3번의 이유가 가장 크다고 생각이 드는데요.​앞으로 국제적인 문제가 생길 경우 이 호르무즈해협에도 미국의 영향력을 행사해서 세계 경제를 쥐락펴락하겠다는 미국 대통령이 아닐까...거기에 천문학적인 고정 수익은 덤으로 얻겠다는 것이 눈에 보이네요.이번 이슈는 단순히 ""바닷길 이용료를 내냐 마냐""의 문제가 아니라,글로벌 에너지 패권이 어디로 흐르는지를 보여주는 중요한 사건이 될 수 있어요.​앞으로의 협상 과정에 따라 우리 장바구니 물가와 주식 시장도 크게 출렁일 수 있으니 계속해서 주목해 봐야겠습니다.​오늘도 수고하셨습니다.​",43,4,"'호르무즈 해협 통행료가 얼마길래? 미국 이란 공동 징수 추진' 관련 글 잘 봤어요! 좋은 아침이에요! 행복한 하루 보내세요 🌸
호르무즈 해협 통행료가 얼마길래?미국이란 공동징수추진잘 보고갑니다^^
흥미로운 이야기네요 정말 궁금해집니다 😊
.매우 유익한 정보 입니다.
손 도장 꾹 찍고 갑니다.
제 블로그도 방문해 주세요.
좋은 하루 되세요.",naver,blog
"뉴욕 증시 트럼프 발언 속 혼조세, 호르무즈 해협 통행료 이슈",https://blog.naver.com/archimall/224239139022,"최근 중동 지역의 긴장감이 고조되면서 투자자들의 심리가 얼음판 위를 걷는 듯한 모습인데요.​어제는 트럼프의 강경한 발언과 호르무즈 해협을 둘러싼 뚜렸한 해결책이 없는 새로운 소식들이 아시아 금융시장을 거세게 흔들었습니다.​미국 뉴욕증시는 유가는 급등했지만, 미국을 제외하고 진행되는 이란, 오만의 호르무즈 해협 통행료 협의, 영국을 중심으로 50개국 공동체 구성진행등 해결모드에 프리장에서 하락하던 선물들은 가격을 회복하고 보합수준으로 마감하며 이번주 시장을 마무리 지었습니다.아직까지 불안한 시장심리지수트럼프의 강경 발언과 유가 급등의 서막현지 시각 4월 2일,뉴욕 증시는 트럼프 대통령의 이란 관련 연설 직후 실망감과 공포가 교차하며 하락세로 출발했습니다.​트럼프 대통령은 연설을 통해 ""이란과 합의에 실패할 경우, 향후 2~3주 내에 이란을 석기 시대로 돌려놓겠다""며 매우 강도 높은 위협을 가했습니다.​전쟁을 마무리 짓겠다는 언급은 있었으나, 시장이 기대했던 구체적인 종전 로드맵이 제시되지 않으면서 불확실성이 증폭되었습니다.​이 발언의 여파로 국제 유가는 즉각 반응했습니다. WTI(서부 텍사스산 원유) 선물 가격은 연설 도중 배럴당 113달러까지 치솟으며 에너지 안보에 대한 우려를 키웠습니다.​특히 다가오는 연휴 기간 중 중동 지역에 지상군이 투입될 수 있다는 공포가 확산하면서 위험 자산 회피 심리가 극에 달했습니다.WTI 유가 5월물 선물추이​​호르무즈 해협 통행료 이슈와 시장의 극적 회복​하락 일변도였던 시장 분위기를 반전시킨 것은 오전 10시 30분경 전해진 이란 IRNA 통신의 보도였습니다.​이란 정부가 오만과 협력하여 호르무즈 해협의 선박 통행을 감시하고 관리하기 위한 새로운 '프로토콜 초안'을 작성중이라는 소식이 전해진 것입니다.​이란 외교부 차관은 향후 해협 통과 시 조율이 필요하며, 새로운 체계가 도입되면 통행료를 징수할 계획이라고 밝혔습니다.​비록 이것이 전쟁 종료 후인 '포스트 워리어드(Post-War Period)'에 적용될 계획이고, 현재는 침략국에 대한 항행 제한이 불가피하다는 단서가 붙었지만, 시장은 이를 '대화와 관리의 가능성'으로 해석하며 급반등했습니다.​UBS와 옥스포드 이코노믹스는 이러한 중동 긴장이 2분기 브렌트유 가격을 113달러 수준으로 유지하게 만드는 요인이라고 분석했습니다.​반면 블루칩 일리의 래리 텐타렐리 전략가는 '2~3주 내 공격'이라는 표현이 오히려 사태가 장기화되지 않을 것이라는 신호로 볼 수 있다며 긍정적인 해석을 내놓기도 했습니다.​뉴욕 증시 주요 지수 및 고용 데이터 분석혼란스러운 대외 변수 속에서도뉴욕 증시는 보합권에서 마감하며 저력을 보였습니다.​S&P 500:0.11% 상승나스닥(Nasdaq):0.18% 상승다우 존스(Dow):0.13% 하락​채권 시장의 경우 10년물 국채 금리가 4.307%로 소폭 하락했으며, 2년물 금리는 4.65% 수준에서 보합세를 유지했습니다. 인플레이션 우려와 경기 성장 둔화에 대한 걱정이 공존하고 있음을 보여주는 지표입니다.미국채 10년물 금리고용 시장은 여전히 견조한 편입니다. 3월 기업 감원이 전월 대비 25% 증가하며 6,620개를 기록했고, 고용주들이 AI 도입을 주요 해고 원인으로 꼽았음에도 불구하고 주간 신규 실업수당 청구 건수는 20만 2천 건으로 오히려 감소했습니다.​내일 발표될노동부의 고용 보고서에 대해 월가는 약 6만 개의 일자리 증가와 4.4%의 실업률 유지를 예상하고 있습니다.​​섹터별 동향: 테슬라 급락과 M7의 선방종목별로는 희비가 엇갈렸습니다.​이른바 매그니피센트 7(M7) 중마이크로소프트(1.11%), 엔비디아(0.93%), 애플(0.11%) 등은 상승하며 지수를 방어했습니다.​하지만테슬라는 1분기 인도량이 35.8만 대로 시장 예상치인 36.9만 대를 밑돌면서 주가가 5.42% 급락하는 수모를 겪었습니다.​또한, 사모 대출 시장의 불안정이 지속되면서 블루아울 캐피탈이 7% 이상 하락하는 등 금융 섹터 일부에서는 경고등이 켜졌습니다.​유가 상승의 불똥은 실물 경제로도 튀어, 아마존은 4월 17일부터 물류 수수료에 3.5%의 유류 추가 비용을 부과하기로 했고 샘스 클럽은 멤버십 연회비를 인상하기로 했습니다.향후 전망: 유가와 인플레이션의 향방​전문가들은다음 주 발표될 소비자물가지수(CPI)가 휘발유 가격 상승 영향으로 전년 대비 3%를 상회할것으로 내다보고 있습니다.​뱅크 오브 아메리카는 전쟁이 한 달 내에 종료될 경우 내년 브렌트유 평균가를 93달러로 예상했지만, 만약 호르무즈 해협 폐쇄가 장기화된다면 유가가 130~150달러까지 치솟아 미국 경제를 침체로 몰아넣을 수 있다고 경고했습니다.​현재투자자들이 중동 리스크 속에서도 버티는 이유는 '사코의 추억(작년 관세 유예 발표 후 9%대 급반등)'에 따른 포모(FOMO) 심리와 1분기 기업 실적에 대한 기대감 때문입니다.​S&P 500 기업의 순이익이 IT와 에너지를 중심으로 13.2% 증가할 것으로 보여, 실적이 하방 지지선 역할을 해줄지 귀추가 주목됩니다.​​게시물 작성자가 AI 활용 표시 설정AI 기술을 활용하여 콘텐츠의 이미지, 영상 또는 소리를 변형하였거나 새로이 생성하였을 수 있습니다.자세히 보기AI 활용​",92,4,"정보가 알차서 한 번에 해결됐네요.
디스커버님 중동 긴장 속 시장 변동성이 컸네요. 다행히 해결 모색 소식도 있어 안심됩니다.
행복한 금요일 보내세요~ :)
.매우 유익한 정보 입니다.
손 도장 꾹 찍고 갑니다.
제 블로그도 방문해 주세요.
좋은 하루 되세요.",naver,blog
"알루미늄 관련주 상승 이유 ""호르무즈 해협 봉쇄"" 때문?",https://blog.naver.com/blueshw/224250513090,"다시 막힌 호르무즈 해협2026년 2월 28일 미국과 이스라엘이 이란을 공습하면서 중동 전쟁이 시작됐다. 이란은 보복 카드로 호르무즈 해협 봉쇄를 꺼내 들었다.​출처: 트루스소셜​호르무즈 해협은전 세계 원유 해상 수송량의 약 20~30%가 통과하는 에너지 수송의 핵심 통로다. 전쟁 전 하루 135척이 오가던 선박 통행량은 한 자릿수까지 급감했다. (최소 4%까지 급감)​한국 시간 12시 기준 평소의 16% 정도의 배가 호르무즈 해협 통과, 출처:Strait of Hormuz​사실상 마비 상태라 볼 수 있다.​4월 11~12일 파키스탄 이슬라마바드에서 미국-이란 직접 회담이 열렸다. 투자자들은 이를 통해 호르무즈 해협의 개방을 기대했다. 그러나 21시간의 마라톤 협상 끝에 사실상 결렬됐다. (한 번에 협상하는 게 더 어렵지)가장 큰 이유는핵 개발 포기와 해협 재개방을 둘러싼 양측의 간극이 좁혀지지 않았기 때문이다.​사실 한국으로썬 좀 답답한 상황이다. 한국은 수입 원유의 대부분이 이 해협을 지나고 있기 때문이다. 러시아, 카자흐스탄 등 우회 공급처를 확보하고 있긴 하지만, 오른 유가로 인해 우리 경제는 직접적인 타격을 받고 있다.​해협 봉쇄와 알루미늄의 상관관계단순히 유가만 문제는 아니다. 3월 28일 이란은 바레인의 알루미늄 바레인(Alba)과 UAE의 에미리트 글로벌 알루미늄 제련소를 미사일과 드론으로 직접 타격했다.​출처: 네이버 증권​전 세계 알루미늄 공급량의 약 9%가 걸프 지역에서 생산된다. 핵심 시설 두 곳이 동시에 피해를 입었다.​이에 따라 Alba는 3월 초 연간 생산 능력의 19%에 해당하는 감산을 결정했다.​여기에 미사일 피격까지 겹쳤다.추가 생산 차질이 불가피한 상황이다.​​공급 충격은 가격에 그대로 반영되고 있다. 4월 10일 기준 LME 알루미늄 가격은 톤당 3,511.25달러로 전년 대비 46% 급등한 상황이다.​구분전쟁 전(2월)4월 10일 기준변동LME 알루미늄(톤당)약 2,400달러3,511달러+46%호르무즈 일일 통항135척4~10척-93%걸프 알루미늄 생산 차질정상 가동약 20% 감소대규모​알루미늄 관련주 급등 현황알루미늄 가격이 급등하면서 관련주도 부각 받고 있다. 국내 시장의 대표 관련주는 다음과 같다.​알루코 :알루미늄 압출 제품 전문 기업조일알미늄 :알루미늄 판재, 코일 등을 생산하는 국내 주요 알루미늄 압연 기업남선알미늄 :알루미늄 샷시 등 건축용 자재 및 자동차 부품 생산삼아알미늄 :알루미늄 포일 및 필름 생산DI동일 :알루미늄 박 생산 자회사 보유​이들의 주가 흐름을 살펴보자.​알루미늄 관련주 주가 흐름, 출처: 네이버 증권​전부 테마주라 볼 수 있지만,수익률에서 꽤 차이가 크다. 이는알루미늄 매출 비중 때문이다.​남선알미늄은 알루미늄 창호와 자동차 범퍼가 주력이다. 매출 대부분이 알루미늄에서 나온다.​삼아알미늄도 마찬가지다. LIB 외장재용 알루미늄박에서 품질 우위를 가지고 있다. 또한 2차전지 테마도 엮여 있다.​조일알미늄은 알루미늄 코일과 판재를 생산한다. 알루미늄 순도가 높지만, 철도차량 임가공 매출이 섞여 있다. 순수 알루미늄 테마로 보기엔 애매하다.​DI동일의 자회사 동일알루미늄은 2차전지용 알루미늄박 국내 1위 업체다. 실적만 보면 가장 탄탄하다. 하지만, 모회사인 DI동일 자체는 섬유 매출이 절반을 넘는다.​즉,테마주도 매출 비중과 시가총액, 수급 등에 따라 골라서 볼 필요가 있다.지금까지호르무즈 해협 봉쇄가 알루미늄 공급망에 미친 영향과 국내 관련주 급등 배경을 살펴보았다.​지정학 리스크에 따른 테마 투자는 진입 타이밍만큼 빠져나오는 타이밍이 중요하다.​✅본 포스팅은 신뢰할 만한 공개 자료를 바탕으로 작성되었으나, 종목 추천이나 투자 권유를 목적으로 하지 않습니다. 제공된 정보의 정확성이나 안전성을 보장하지 않으므로 투자 시 유의하시기 바랍니다. 모든 투자의 책임은 투자자 본인에게 귀속되며, 본 내용은 법적 근거 자료로 활용될 수 없습니다.​도움 되셨다면 아래 이미지를 클릭해인플루언서 팬하기를 눌러주세요블로그에 없는 토픽도 볼 수 있어요""새벽 1시 주문 급증"" 펜타곤 피자 지수 상승 = 주식 매도 타이밍?펜타곤 피자 지수란 펜타곤 피자 지수란 펜타곤 주변 피자 가게 주문량 변화를 측정하는 지표다. 피자미터(...blog.naver.com​",79,6,"좋은 글 잘 읽고 갑니다. 감사합니다!
B급투자자 보노님께서 정성스런 포스팅 글 잘보고 갑니다 •ﻌ• 제 블로그에도 가끔 들러주시면 감사드리겠습니다. 꼭 답방오겠습니다 에너지 넘치는 하루 되세요 ㅎ.ㅎ
오늘도 좋은정보 잘보고갑니다!!! 행복한 한주되세요!^^
잘보고 갑니다😊
투자에 참고할만한 글이네요. 감사합니다^^",naver,blog
[미국 해협 봉쇄] 2026년 미국-이란 협상 결렬과 호르무즈 '역봉쇄' (미국의 세계적 위상 흔들릴 수도...),https://blog.naver.com/cpath/224250964566,"글로벌 에너지·지정학의 새 국면​2026년 4월, 47년 만에 성사된 미국과 이란의 대면 협상이 결국 빈손으로 끝났습니다. 약 50일간 이어졌던 양국의 무력 충돌 이후 마련된 휴전 협상이었으나, 20시간이 넘는 마라톤 회의에도 불구하고 양측은 서로의 '레드라인'만 확인한 채 결렬되었습니다.[미국-이란] 21시간 마라톤 휴전 협상 결렬의 진짜 이유와 향후 3가지 시나리오 (feat. 국장 섹터별 대응 전략)기대했던 이란-미국 전쟁 종전 협상 그러나... 안녕하세요, 복잡한 세계 경제의 맥락과 투자 인사이트를 탐...blog.naver.com특히 도널드 트럼프 미국 대통령이 협상 결렬 직후 호르무즈 해협에 대한'역봉쇄(Reverse Blockade)'를 선언하면서, 중동의 지정학적 리스크는 경제 전반을 뒤흔들 뇌관으로 다시 떠올랐습니다. 서강대 유로메나연구소의 박현도, 성일광 교수의 분석과 글로벌 경제 지표를 바탕으로 이번 협상 결렬의 핵심과 향후 글로벌 경제에 미칠 파장을 분석했습니다.1. 극명한 입장 차이: 협상 테이블의 동상이몽​이번 회담에서 양국의 태도와 요구 조건은 시작부터 엇갈렸습니다. 미국은 300명의 대규모 인력을 파견했고 J.D. 밴스 부통령이 다소 여유로운 모습을 보였습니다반면 70명으로 구성된 이란 대표단은 과거 미국의 오폭으로 희생된 168명의 아이들 사진(민합 168)을 비행기에 싣고 결연한 태도로 임했습니다 [.[표 1] 미국과 이란의 핵심 요구 조건 비교구분미국 (트럼프 행정부)이란 (페제시키안 행정부)핵 프로그램60% 이상 고농축 우라늄 미국 반출,전면 중단자국 내 우라늄 농축 권리 1%라도 유지 필수호르무즈 해협미국 등 국제사회 공동 통제,통행료 징수 불가이란의 독자적 통제권 및 통행료 징수 인정기타 조건역내 무장 세력(헤즈볼라, 후티 등) 지원 중단이스라엘의 공격 중단,자산 동결 해제, 전쟁 배상미국은 우라늄 농축 포기와 호르무즈 해협 공동 통제를 패키지로 압박했으나, 이란은 이를 사실상 항복 문서로 간주했습니다.2. 트럼프의 '호르무즈 역봉쇄'와 에너지 시장의 발작​​가장 큰 문제는 협상 결렬 직후 불거졌습니다. 트럼프 대통령은 이란을 오가는 모든 선박을 차단하는 해상 봉쇄 조치를 발표했습니다. 미 해군 함정이 기뢰 제거를 명분으로 이미 호르무즈 해협에 진입한 상태이며,이는 이란의 원유 수출을 원천 차단하여 경제적 숨통을 끊겠다는 의도입니다.하지만 이는 글로벌 경제 전체를 위협할 양날의 검입니다. 이란은 이에 맞서 친이란 반군 '후티'를 통해 홍해의 입구인Bab al-Mandab StraitBab al-Mandab StraitStrait of HormuzStrait of Hormuz마저 동시 봉쇄할 수 있다는 카드를 만지작거리고 있습니다.​[표 2] 호르무즈 봉쇄 시나리오에 따른 에너지 시장 타격 지표지표 항목수치 및 통계출처호르무즈 해협 원유 통과량글로벌 석유 공급량의 약 1/5 (20%)글로벌 에너지 분석 기관 보도글로벌 원유/정제제품 부족량원유 700만 배럴, 정제 제품 400만 배럴 부족컬럼비아대 글로벌 에너지 정책 센터유가 전망2026년 말까지 고유가 기조 지속 (배럴당 120달러 돌파 위험)카렌 영 선임연구원 분석위 표에서 보듯, 호르무즈 해협의 봉쇄는 시장에 남아있던 이란산 원유마저 이탈시킴으로써 2026년 하반기 극심한 에너지 쇼크를 불러올 수 있습니다.3. 지정학적 승자는 중국? 장기화되는 위기미국과 이란의 대치가 장기화하는 사이, 레바논에서는 헤즈볼라 지지 세력과 반대 세력 간의 내전 가능성까지 제기되며 중동 전체가 화약고로 변해가고 있습니다.레바논레바논이란이란이스라엘이스라엘주목할 점은 이번 사태가 초래할 거시적 파장입니다. 전문가들은 호르무즈 해협 봉쇄 작전이 인플레이션과 불황을 유발해 서방 경제를 옥죄는 반면, 장기적으로는중국과 러시아에게 지정학적 승리를 안겨줄 것이라 경고합니다. 미국의 막대한 자원이 중동에 발목 잡혀 있는 구조가다극화 체제를 가속하기 때문입니다.​💡 인사이트 및 시사점 요약에너지 발(發) 인플레이션 대비:호르무즈와 아덴만의 동시 불안정은 국제 유가 급등과 해상 운임 상승으로 직결됩니다. 포트폴리오 내 에너지 관련 실물 자산 비중 검토가 필요합니다.협상 타결의 높은 허들:이란은 핵 프로그램 권리를 정권의 핵심 생존 기반으로 보고 있습니다. 단순한 경제 제재 완화만으로는 타결이 불가능하며, 언제든 확전될 수 있다는 지정학적 리스크 프리미엄을 상시 염두에 두어야 합니다.살얼음판을 걷는 듯한 전쟁 상황​지정학적 위치가 전 세계에 미치는 영향을 호르무즈 해협 봉쇄라는 '이란'의 강력한 무기가 될 수 있다는 점을 증명해낸 2026년 이란-미국전쟁. 미국도 전쟁이 길어지면 전 세계 원유 물동량 20%의 제어로 인해 [이란]이 미국의 뜻 대로 비핵화 프로그램에 합의하지 않을 것으로 예측됩니다.​트럼프 대통령의 전쟁 도발이 여러모로 다시 한번 전 세계 경제 리스크를 경험하게 하는 지금. 우리는 달라진 환경에서 확고한 투자 기준으로 미래 수익을 위한 걸음을 멈추면 안되겠습니다.​시장 변동 상황을 꼭 체크하며부화뇌동 하지 않고, 꾸준히 시장에 참여하는 체력을 키우시길 바랍니다.",5,1,댓글 막힘,naver,blog
